pid,minx,miny,maxx,maxy
52,18.42581976024907,50.017530265933146,19.943465300324117,54.365150629703116
53,19.98872144313814,-26.6326488482876,23.793040003721803,47.93258439077603
54,19.9780158971252,48.07722457779727,21.75709724608054,51.65250132283158
55,21.790831759556095,48.11674603879905,23.890615231910097,51.68767904297066
56,19.983287288563943,51.87624243921602,23.858496506556186,69.72774505581867
57,24.780265308579338,-33.86750624778321,52.33162050046698,0.5244633991860717
58,55.39768352457639,-20.99408193808127,106.81429811256623,-2.641394040204208
59,106.8292358200632,-7.923486219684885,110.42231919897648,-6.108715349612299
60,110.42691179586116,-34.257215810411786,119.60178254654402,-2.821099744340236
61,23.981641929099354,35.04107009428877,25.74044085922591,53.39277999157343
62,24.03938740452177,53.478512085363505,25.77425131777088,65.85690000288717
63,25.81945787368356,38.28346000342457,27.211436341448724,54.101625831013514
64,25.83217232187943,54.10745024574925,27.19341348181787,66.63810793643178
65,27.250652896582892,38.11453223933605,29.6145717574683,53.20409327681726
66,27.238532511017418,53.24602075812797,29.670470651047104,61.074660612311135
67,29.74216207128123,29.469369727599393,31.356670616968927,62.89025057679051
68,31.423812136205463,3.5301848140987873,34.052922965988614,61.043128932472065
69,34.09095135087141,5.3695413168734,46.323938886996324,41.1564448603828
70,46.35983034361795,16.065743357765133,59.45391838318163,40.124103243628625
71,34.09385392777715,42.43922295879049,47.257400829289736,51.206953987070975
72,34.09667868031891,51.3696687251079,49.570253694890866,68.8527029281394
73,49.762927944063094,51.54150395926313,59.47829823257374,61.87486848841298
74,70.93499928953972,5.370638971258248,95.70949321696386,21.35824901851442
75,96.15741117475235,3.558940752151085,114.97032327758556,21.437032171642215
76,60.75980189459313,21.522078101463485,87.95854652514672,28.57194755592253
77,60.611271523267554,28.576252537733502,87.61478778941607,60.99142132212665
78,88.77478842673437,21.7230092850268,114.08704326546736,31.947816086412022
79,90.17934717379455,32.306436247205404,113.80018475633788,59.75425018444644
80,114.20183698042777,24.75702626580307,119.66544406401114,63.2101636017295
81,119.98244255362619,-17.378568024457607,125.60726755025402,14.684937127992143
82,120.17352051108406,22.569432723473927,121.85537589949664,24.877166635670324
83,120.13749231211025,24.942551475196733,129.38037384851592,36.49040995318746
84,119.98487170785835,36.80404785332185,129.3240972355024,62.48804951254241
85,129.4566773016275,-37.924533390976045,140.58878548744923,52.957682276190674
86,141.01805570999016,-38.45902365589961,145.63779132219958,43.04163915823836
87,141.24657611324741,43.04339365715063,142.37007767669695,45.39557247802652
88,145.83790211599,-43.65016135957478,174.7354127474285,-18.271263336254457
